trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
1,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
2,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
3,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
4,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
5,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
6,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
7,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
8,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
9,True,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-14.875876426696777,84.41954040527344,-0.170684814453125,-90.07405090332031,-6.926968574523926,64.15425109863281,0.2546124123575156
