abs_diff,cohens_d,diff_ci95_hi,diff_ci95_lo,label_a,label_b,mean_a,mean_b,metric,n_a,n_b,ratio
7.800516839943898,3.046334950140547,9.227924420651203,6.170927406562756,baseline,high,5.013321559839455,12.813838399783354,action_endpoint_delta,20,20,2.5559578078678284
77.70053975489799,1.2108622328908938,119.98191395794058,40.01246722280278,baseline,high,296.6450651104346,374.3456048653326,action_max_speed,20,20,1.2619310040548035
-86.30349230008221,-1.282173417738222,-45.54510468836568,-126.37067519725186,baseline,high,832.7759779699569,746.4724856698747,action_mean_jerk,20,20,0.8963664964142861
-3.756510136410448,-1.0104895727963954,-1.4385259334076703,-6.048354077561098,baseline,high,65.02537839984703,61.26886826343658,action_mean_speed,20,20,0.942230091876842
-310.9497860041074,-0.7751514091077127,-71.9529726031892,-553.0276146927398,baseline,high,2755.501980798468,2444.5521947943607,action_p95_jerk,20,20,0.8871531255757348
-9.034045003941372,-0.8343116522264798,-2.4596627459207903,-15.51498454720759,baseline,high,149.40172712809905,140.36768212415768,action_p95_speed,20,20,0.9395318569805369
-27.09828312217155,-1.2802333260793761,-14.261039076053404,-39.78016794401892,baseline,high,479.69884283534077,452.6005597131692,action_path_len,20,20,0.9435098009379433
2.135171328300281,1.4317007984618249,3.1253019721065747,1.29485438225224,baseline,high,5.805905765020263,7.941077093320544,action_speed_spikiness,20,20,1.3677585222768844
0.015000033378601785,0.02561935957093689,0.361708369851112,-0.34337498307228104,baseline,high,7.401666617393493,7.416666650772095,duration_s,20,20,1.002026575112568
-0.0007661306781568222,-0.49560364568473264,0.0002842714437311362,-0.0016478393012136186,baseline,high,0.0026857555449221193,0.001919624866765297,eef_displacement_final,20,20,0.7147440216420536
-0.0018598237520932037,-0.36129055532174625,0.0012451119439424604,-0.004992963287993779,baseline,high,0.11587941861143411,0.1140195948593409,eef_displacement_max,20,20,0.9839503544815573
0.007330430485894365,1.6040262548498407,0.010257036566605994,0.004498333505257784,baseline,high,0.072070172268701,0.07940060275459536,eef_displacement_mean,20,20,1.101712389994577
0.0,nan,0.0,0.0,baseline,high,0.0,0.0,eef_displacement_min,20,20,1.0
-0.0018598237520932037,-0.36129055532174625,0.0012451119439424604,-0.004992963287993779,baseline,high,0.11587941861143411,0.1140195948593409,eef_displacement_range,20,20,0.9839503544815573
0.00042105306954572097,0.31300318077978023,0.0013366908158992654,-0.0003094995168833641,baseline,high,0.1209789392602679,0.12139999232981362,eef_height_final,20,20,1.0034803829271148
0.0036499954465896156,0.4689952614894536,0.00823595267457482,-0.0012936162121492357,baseline,high,0.21569975141724979,0.2193497468638394,eef_height_max,20,20,1.0169216480473016
0.008883171506624044,2.007255190482192,0.011537452656737234,0.006120738333305816,baseline,high,0.1690679393127952,0.17795111081941925,eef_height_mean,20,20,1.0525420196005877
0.001066426346054597,4.053780764707328,0.0012068721654948332,0.0008963364738600682,baseline,high,0.11871942032335128,0.11978584666940588,eef_height_min,20,20,1.008982744805547
